Founders,Rubeaus,Fruit/ Vegetable,5.7,Grand Rapids,MI,0,0,0,0
Founders,Red Rye,Rye Beer,4.7,Grand Rapids,MI,0,0,0,0
Founders,Imperial Stout,Imp. Stout,8.3,Grand Rapids,MI,0,0,0,0
Golden Road,Wolf among the Weeds,DIPA,8,Los Angles,CA,0,0,0,0
Golden Road,Wolf Pup,Am. IPA,4.2,Los Angles,CA,0,0,0,0
Goose Island,4 Star Pils,German Pilsner,5.1,Chicago,Il,0,0,0,0
Goose Island,Gillian,Saison/Farmhouse A,9.5,Chicago,Il,0,0,0,0
Goose Island,Sophie,Saison/Farmhouse A,6.5,Chicago,Il,0,0,0,0
Goose Island,Hombre Secreto,Belgian Strong,9,Chicago,Il,0,0,0,0
GREAT LAKES,ELLIOT NESS,VIENNA LAGER,6.1,CLEVELAND,OH,0,0,0,0
GREAT LAKES,DARK STONE WATER,DORTMUNDER,5.8,CLEVELAND,OH,0,0,0,0
GREAT LAKES,COMMODORE  PERRY,ENG. IPA,7.5,CLEVELAND,OH,0,0,0,0
GREAT LAKES,CONNWAY'S,IRISH RED,6.5,CLEVELAND,OH,0,0,0,0
Green Flash,GFB,Am. Blond,4.8,San Diego,CA,0,0,0,0
Green Flash,Soul Style,APA,5.5,San Diego,CA,0,0,0,0
Green Flash,WestCoast,Am. IPA,6.8,San Diego,CA,0,0,0,0
Guinness,Stout,Stout,4.2,Dublin,Ireland,0,0,0,0
Guinness,Nitro IPA,English IPA,5.8,Dublin,Ireland,0,0,0,0
Guinness,Antwerpen,Extra Stout,8,Dublin,Ireland,0,0,0,0
Guinness,Rye Pale,Rye,5,Dublin,Ireland,0,0,0,0
Hairless Hare,Go2 IPA,Session IPA,5.2,Vandalia,OH,0,0,0,0
Hairless Hare,Rye the Hell Knot,American IPA,0,Vandalia,OH,0,0,0,0
Heavy Seas,Tropicannon,American IPA,7.25,Baltimore,MD,0,0,0,0
Heavy Seas,Loose Cannon,American IPA,7.25,Baltimore,MD,0,0,0,0
Heavy Seas,Pounder Pils,Pilsener,5,Baltimore,MD,0,0,0,0
Jackie O's,Mystic Mama,American IPA,7,Athens,OH,0,0,0,0
Jackie O's,Razz Wheat,Am. Pale Wheat Ale,5.5,Athens,OH,0,0,0,0
Jackie O's,Morning Cloak,Am. Stout,6.5,Athens,OH,0,0,0,0
Jackie O's,Berliner Weiss,Berliner,6,Athens,OH,0,0,0,0
Jacks Cider,Original,Cider,5.5,Biglerville,PA,0,0,0,0
Jacks Cider,Helen's Blend,Cider,4.5,Biglerville,PA,0,0,0,0
Kona,Hanalei Island IPA,Am. IPA,4.5,Kailua,HI,0,0,0,0
Kona,Koko Brown,Brown Ale,5,Kailua,HI,0,0,0,0
Land Grant,Stiff Arm IPA,Am. IPA,6.4,Columbus,OH,0,0,0,0
Land Grant,Batch 200 RIS,Russian Imp. Stout,0,Columbus,OH,0,0,0,0
Lagunitas,IPA,IPA,6.2,Petaluma,CA,0,0,0,0
Lagunitas,12th of Never Ale,APA,5.5,Petaluma,CA,0,0,0,0
Lagunitas,Citrsinensus,APA,7.9,Petaluma,CA,0,0,0,0
Left Hand,Nitro Milk Stout,Milk Stout,6,Longmont,CO,0,0,0,0
Left Hand,Nitro Hard Wired,Am. Porter,6,Longmont,CO,0,0,0,0
Left Hand,Polestar Pils,German Pilsner,5.5,Longmont,CO,0,0,0,0
Left Hand,Red IPA,Red IPA,8.5,Longmont,CO,0,0,0,0
Leinenkugel,IPL,Am. Pale Lager,5.6,Chippewa,WI,0,0,0,0
Leinenkugel,Summer Shandy,Fruit/ Vegetable,4.2,Chippewa,WI,0,0,0,0
Leinenkugel,Grapefruit Shandy,Fruit/ Vegetable,4.2,Chippewa,WI,0,0,0,0
Lexington Brewing,KY Honey Barrel Brown,American Brown,10,Lexington,KY,0,0,0,0
Lexington Brewing,KY Bourbon Barrel Ale,Eng. Strong Ale,8.19,Lexington,KY,0,0,0,0
Lexington Brewing,KY Bourbon Blackberry Po,Am. Porter,8.3,Lexington,KY,0,0,0,0
Lexington Brewing,KY Bourbon Barrel Stout,Stout,8,Lexington,KY,0,0,0,0
Listermann/ Triple Dig,Nutcase,Peanut Butter Porter,6.7,Cincinnati,OH,0,0,0,0
Listermann/ Triple Dig,Chickow!,Hazelnut Double Bro,10,Cincinnati,OH,0,0,0,0
Listermann/ Triple Dig,OG Lemon Pound Cake,Experimental Batch,6,Cincinnati,OH,0,0,0,0
Listermann/ Triple Dig,Friar Bacon Smoked Bock,Smoked Bock,7,Cincinnati,OH,0,0,0,0
Little Fish,Woodthrush,Biere de Garde,6.1,Athens,OH,0,0,0,0
Little Fish,No-Fi Farmhouse Ale,Am. IPA,6,Athens,OH,0,0,0,0
Little Fish,Essential Oils DIPA,DIPA,8.7,Athens,OH,0,0,0,0
Long Trail,Sick Day,APA,5.2,Bridgewaters Corn,VT,0,0,0,0
Long Trail,Unearthed,Am. Stout,7.9,Bridgewaters Corn,VT,0,0,0,0
Long Trail,Green BLaze,Imp. IPA,7.6,Bridgewaters Corn,VT,0,0,0,0
LOST COAST,TANGERINE WHEAT,FRUIT BEER,5.5,EUREKA,CA,0,0,0,0
LOST COAST,WATERMELON  WHEAT,FRUIT BEER,5,EUREKA,CA,0,0,0,0
Luna,Kombucha,Cranberry,2.5,Columbus,OH,0,0,0,0
Luna,Kombucha,Bourbon Black Cherr,2.5,Columbus,OH,0,0,0,0
Mad Moon Cidery,Bad Blood Orange,Cider,6,Columbus,OH,0,0,0,0
Mad Moon Cidery,Cinnamon Girl,Cider,6.5,Columbus,OH,0,0,0,0
Mad Moon Cidery,Treacherous Cranberry,Cider,6.9,Columbus,OH,0,0,0,0
MadTree,Psychopothy,Am. IPA,6.9,Cincinnati,OH,0,0,0,0
MadTree,Axis Mundi,Russian Imp Stout,10,Cincinnati,OH,0,0,0,0
MadTree,Vernal Beckoning,Belgian IPA,6,Cincinnati,OH,0,0,0,0
MadTree,UnHappy Amber,Am. Amber,8.6,Cincinnati,OH,0,0,0,0
MadTree,Passfire,Gose,4,Cincinnati,OH,0,0,0,0
Maui,Lemongrass Saison,Saison,5.6,Kihei,HI,0,0,0,0
Maui,Dbl overhead IPA,DIPA,8.5,Kihei,HI,0,0,0,0
Maui,Coconut Hiwa Porter,Am. Porter,6,Kihei,HI,0,0,0,0
Maui,Pineapple Mana,Am. Pale wheat Ale,5.5,Kihei,HI,0,0,0,0
